300060,52.449,158.196,2288
300070,52.559,158.03,1799
300080,52.543,157.339,2439
300081,52.57,157.02,610
300082,52.63,157.58,1021
300083,52.7,158.28,2173
300084,52.823,158.27,870
300085,52.92,158.52,450
300086,52.88,158.3,700
300087,52.9,157.78,1200
300090,53.321,158.712,3430
300100,53.256,158.836,2717
300110,53.637,158.922,2285
300120,53.589,159.15,2899
300121,53.75,158.45,520
300122,53.83,158.05,1150
300123,53.905,158.07,2278
300124,53.905,158.385,1567
300125,53.98,159.45,1180
300130,54.049,159.443,1513
300140,54.135,159.674,1527
300150,54.32,160.02,1720
300160,54.528,159.804,2301
300170,54.5,159.97,1617
300180,54.489,160.251,1506
300190,54.596,160.27,1816
300200,54.753,160.533,3482
300201,54.92,160.63,2020
300210,54.974,160.703,2539
300220,55.033,160.725,2065
300221,55.064,160.765,2129
300230,55.131,160.32,2334
300240,55.832,160.326,3611
300241,55.755,160.527,2923
300242,55.862,160.603,3081
300250,55.972,160.595,2882
300251,56.02,160.593,4585
300260,56.056,160.642,4754
300261,56.113,160.509,3943
300270,56.653,161.36,3283
300271,55.42,167.33,-300
300272,54.761,157.407,1967
300273,55.55,157.47,1868
300280,55.678,157.718,3596
300290,55.82,157.98,1802
300300,55.88,157.78,1906
300310,55.2,158.47,1236
300320,55.43,158.65,1956
300330,55.58,158.38,2016
300340,55.65,158.8,1442
300350,56.08,158.38,1692
300360,56.47,157.8,1401
300370,56.37,158.37,915
300380,56.33,158.67,1170
300390,56.32,158.83,1828
300400,56.37,159.03,1554
300410,56.4,158.85,1377
300420,56.57,158.52,1046
300430,56.82,158.95,1185
300440,56.52,159.53,1400
300450,56.7,159.65,2598
300460,56.82,159.67,1778
300470,56.85,159.8,1427
300480,56.88,159.95,1349
300490,56.97,159.78,1244
300500,57.1,159.93,1527
300510,57.13,160.4,965
300511,57.15,161.08,379
300512,57.2,159.83,765
300520,57.27,160.08,1241
300530,57.3,159.83,1333
300540,57.32,159.97,1533
300550,57.33,160.2,2125
300551,57.35,160.97,583
300552,57.35,161.37,265
300560,57.4,160.1,1559
300570,57.47,160.25,1641
300580,57.45,160.37,2525
300590,57.55,160.53,1381
300600,57.7,160.4,1853
300610,57.7,160.58,1643
300620,57.8,160.67,1582
300630,57.83,160.25,1255
300640,57.88,160.53,2080
300650,57.97,160.65,1764
300660,58.02,160.8,2169
300670,58.08,160.77,2300
300671,58.13,160.82,2171
300680,58.18,160.82,2552
300690,58.2,160.97,2169
300700,58.28,160.87,1936
300710,58.4,161.08,1340
300720,58.37,160.62,1225
302030,56.28,117.77,2180
302040,53.7,113.3,1250
302050,51.5,102.5,1200
302060,52.713,99.021,2047
302070,52.433,98.303,2765
303010,48.17,99.7,2400
303020,48.67,102.75,1886
303030,47.12,109.08,1162
303040,45.33,114,1778
303050,45.28,106.7,1120
304020,42.5,82.5,0
304030,35.52,80.2,5808
305010,41.47,113,1700
305011,47.5,120.7,0
305020,49.37,125.92,670
305030,48.72,126.12,597
305040,44.08,128.83,1000
305050,42.33,126.5,1000
305060,41.98,128.08,2744
306010,41.33,128,0
306020,38.33,127.33,452
306030,37.5,130.87,984
306040,33.361,126.53,1919
311010,52.35,175.911,656
311020,52.103,177.602,1220
311030,52.015,178.136,1160
311040,51.97,178.33,328
311050,51.95,178.543,1174
311060,51.93,179.58,1221
311070,51.79,-178.794,1573
311080,51.885,-178.146,1806
311090,51.873,-178.006,1449
311100,51.91,-177.438,738
311110,51.923,-177.168,1307
311111,51.944,-176.747,1196
311120,52.076,-176.13,1740
311130,52.177,-175.508,314
311140,52.22,-175.13,273
311160,52.331,-174.139,1448
311161,52.381,-174.166,1518
311180,52.315,-172.51,1054
311190,52.5,-171.252,1066
311200,52.577,-171.13,1142
311210,52.643,-170.629,550
311220,52.742,-170.111,1280
311230,52.894,-170.054,1620
311240,52.825,-169.944,1730
311241,52.83,-169.77,1170
311250,53.065,-169.77,888
311260,52.974,-169.72,893
311270,53.13,-168.693,2149
311280,53.157,-168.539,1984
311290,53.43,-168.13,1073
311300,53.93,-168.03,150
311310,53.891,-166.923,1800
311320,54.134,-165.986,1303
311340,54.518,-164.65,1654
311350,54.65,-164.43,1112
311360,54.756,-163.97,2857
311370,54.765,-163.723,2446
311380,54.8,-163.589,1871
311390,55.424,-163.149,488
311800,51.988,-176.592,610
312010,55.067,-162.835,1728
312011,55.183,-162.276,1465
312020,55.341,-162.073,1436
312030,55.417,-161.894,2493
312040,55.457,-161.854,2142
312050,55.641,-161.214,1354
